division_id	division_date	division_name
37058	2022-12-07	Deferred Divisions &#8212; Landlord and Tenant
37059	2022-12-07	Deferred Divisions &#8212; Local Government
37060	2022-12-07	Deferred Divisions &#8212; Local Government
37061	2022-12-07	Deferred Divisions &#8212; Police
37064	2022-12-12	Trade (Australia and New Zealand) Bill &#8212; New Clause 2 - Assessment of impact on farmers
37065	2022-12-12	Trade (Australia and New Zealand) Bill
37145	2022-12-12	Trade (Australia and New Zealand) Bill &#8212; Clause 1 - Power to implement government procurement Chapters
37146	2022-12-12	Trade (Australia and New Zealand) Bill &#8212; Clause 1 - Power to implement government procurement Chapters
37147	2022-12-12	Council Tax
37148	2022-12-12	Standards: Code of Conduct and Guide to the Rules
37149	2022-12-12	Standards: Code of Conduct and Guide to the Rules
37150	2022-12-13	Levelling-up and Regeneration Bill &#8212; New Clause 98 - Duty with regard to climate change
37151	2022-12-13	Levelling-up and Regeneration Bill &#8212; New Clause 120 - New use classes for second homes
37152	2022-12-13	Levelling-up and Regeneration Bill &#8212; Clause 83 - Role of development plan and national policy in England
37153	2022-12-13	Levelling-up and Regeneration Bill &#8212; Schedule 11 - Infrastructure Levy
37154	2022-12-14	Asylum Seekers (Removal to Safe Countries)
37155	2022-12-14	Scotland&#8217;s Future
37156	2022-12-14	Deferred Division &#8212; Architects
37157	2023-01-10	Stamp Duty Land Tax (Reduction) Bill &#8212; Clause 1 - Reduction of SDLT on acquisition of residential property
37158	2023-01-10	Stamp Duty Land Tax (Reduction) Bill &#8212; New Clause 3 - Review: second homes in National Parks and Areas of Natural Beauty
37159	2023-01-10	Stamp Duty Land Tax (Reduction) Bill &#8212; New Clause 3 - Review: second homes in National Parks and Areas of Natural Beauty
37160	2023-01-11	Fair Taxation of Schools and Education Standards Committee
37161	2023-01-11	NHS: Long-term Strategy
37162	2023-01-11	NHS: Long-term Strategy
37163	2023-01-16	Strikes (Minimum Service Levels) Bill
37164	2023-01-16	Strikes (Minimum Service Levels) Bill
37165	2023-01-16	Strikes (Minimum Service Levels) Bill: Programme
37166	2023-01-16	Strikes (Minimum Service Levels) Bill (Money)
37167	2023-01-17	Gender Recognition Reform (Scotland) Bill: Section 35 Power
37168	2023-01-17	Online Safety Bill &#8212; New Clause 4 - Safety duties protecting adults and society: minimum standards for terms of service
37169	2023-01-17	Online Safety Bill &#8212; Clause 12 - User empowerment duties
37170	2023-01-18	Retained EU Law (Revocation and Reform) Bill &#8212; Clause 1 - Sunset of EU-derived subordinate legislation and retained direct EU legislation
37171	2023-01-18	Retained EU Law (Revocation and Reform) Bill &#8212; Clause 1 - Sunset of EU-derived subordinate legislation and retained direct EU legislation
37172	2023-01-18	Retained EU Law (Revocation and Reform) Bill &#8212; Clause 1 - Sunset of EU-derived subordinate legislation and retained direct EU legislation
37173	2023-01-18	Retained EU Law (Revocation and Reform) Bill &#8212; Clause 1 - Sunset of EU-derived subordinate legislation and retained direct EU legislation
37174	2023-01-18	Retained EU Law (Revocation and Reform) Bill &#8212; New Schedule 1 - &#8220;Assimilated law&#8221;: consequential amendments
37175	2023-01-24	Economic Crime and Corporate Transparency Bill &#8212; New Clause 22 - Person convicted under National Minimum Wage Act not to be appointed as director
37176	2023-01-24	Economic Crime and Corporate Transparency Bill &#8212; New Clause 34 - Report on the authorisation of foreign corporate service providers
37177	2023-01-24	Economic Crime and Corporate Transparency Bill &#8212; New Clause 36 - Integrity of the register
37178	2023-01-25	Economic Crime and Corporate Transparency Bill &#8212; New Clause 3 - Home Office review of the Tier 1 (Investor) visa scheme: publication
37179	2023-01-25	Economic Crime and Corporate Transparency Bill &#8212; New Clause 26 - Beneficial owners in overseas territories
37180	2023-01-25	Economic Crime and Corporate Transparency Bill &#8212; New Clause 27 - Compensation for Victims of Economic Crime
37181	2023-01-25	Deferred Divisions &#8212; Environmental Protection
37182	2023-01-25	Deferred Divisions &#8212; Environmental Protection
37183	2023-01-25	Deferred Divisions &#8212; Agriculture
37184	2023-01-25	Deferred Divisions &#8212; Environmental Protection
37185	2023-01-25	Deferred Divisions &#8212; Environmental Protection
37186	2023-01-30	Strikes (Minimum Service Levels) Bill &#8212; Clause 5 - Commencement
37187	2023-01-30	Strikes (Minimum Service Levels) Bill &#8212; Schedule - Minimum Service Levels for Certain Strikes
37188	2023-01-30	Strikes (Minimum Service Levels) Bill &#8212; Schedule - Minimum Service Levels for Certain Strikes
37189	2023-01-30	Strikes (Minimum Service Levels) Bill &#8212; Schedule - Minimum Service Levels for Certain Strikes
37190	2023-01-30	Strikes (Minimum Service Levels) Bill &#8212; Schedule - Minimum Service Levels for Certain Strikes
37191	2023-01-31	Crime and Neighbourhood Policing
37192	2023-01-31	Crime and Neighbourhood Policing
37193	2023-01-31	Non-domicile Tax Status
37194	2023-02-01	UK Infrastructure Bank Bill [Lords] &#8212; New Clause 2
37195	2023-02-01	UK Infrastructure Bank Bill [Lords] &#8212; Clause 2 - Objectives and activities
37196	2023-02-01	UK Infrastructure Bank Bill [Lords] &#8212; Clause 2 - Objectives and activities
37197	2023-02-07	Seafarers&#8217; Wages Bill [Lords] &#8212; New Clause 2 - Implementation and monitoring
37198	2023-02-07	Seafarers&#8217; Wages Bill [Lords] &#8212; New Clause 4 - Directors of companies operating services to which this Act applies: personal liability for non-compliance of operator
37199	2023-02-07	Seafarers&#8217; Wages Bill [Lords] &#8212; Clause 3 - Request for declaration
37200	2023-02-07	Higher Education (Freedom of Speech) Bill &#8212; Clause 4 - Civil claims
37201	2023-02-07	Delegated Legislation &#8212; Electricity
37225	2023-02-21	Scottish Affairs Committee
37226	2023-02-28	NHS Workforce Expansion
37227	2023-03-01	Social Housing (Regulation) Bill [Lords] &#8212; New Clause 7 - Regulator duty to ensure continuity of secure and assured tenancy in cases of threat to safety
37228	2023-03-01	Social Housing (Regulation) Bill [Lords] &#8212; Clause 1 - Fundamental objectives
37229	2023-03-01	Social Housing (Regulation) Bill [Lords] &#8212; Clause 28
37230	2023-03-06	Social Security (Additional Payments) (No. 2) Bill &#8212; Clause 1 - Means-tested additional payments: main payments
37231	2023-03-06	Social Security (Additional Payments) (No. 2) Bill &#8212; Clause 2 - Qualifying entitlements: social security benefits
37232	2023-03-07	Public Order Bill &#8212; Clause 9 - Offence of interference with access to or provision of abortion services
37233	2023-03-07	Public Order Bill &#8212; Clause 9 - Offence of interference with access to or provision of abortion services
37241	2023-03-07	Public Order Bill &#8212; Clause 9 - Offence of interference with access to or provision of abortion services
37242	2023-03-07	Public Order Bill &#8212; Clause 9 - Offence of interference with access to or provision of abortion services
37236	2023-03-07	Public Order Bill &#8212; Clause 20 - Serious disruption prevention order made otherwise than on conviction
37243	2023-03-13	Illegal Migration Bill
37244	2023-03-13	Illegal Migration Bill
37245	2023-03-13	Illegal Migration Bill: Programme
37246	2023-03-13	Illegal Migration Bill: Money
37255	2023-03-21	18. Pensions (lifetime allowance charge and annual allowance)
37256	2023-03-21	36. Alcohol duty
37257	2023-03-22	Northern Ireland
37252	2023-03-22	Public Order Bill &#8212; Clause 11 - Powers to stop and search without suspicion
37253	2023-03-22	Deferred Division &#8212; Criminal Law
37262	2023-03-27	Illegal Migration Bill &#8212; Clause 37 - Suspensive claims: interpretation
37272	2023-03-27	Illegal Migration Bill &#8212; New Clause 6 - Safe Passage Pilot Scheme
37260	2023-03-27	Illegal Migration Bill &#8212; New Clause 24 - Safe and legal routes: family reunion for children
37261	2023-03-27	Illegal Migration Bill &#8212; New Clause 25 - International co-operation
37264	2023-03-28	Illegal Migration Bill &#8212; Clause 2 - Duty to make arrangements for removal
37273	2023-03-28	Illegal Migration Bill &#8212; Clause 11 - Powers of detention
37274	2023-03-28	Illegal Migration Bill &#8212; Clause 22 - Provisions relating to support: England and Wales
37275	2023-03-28	Illegal Migration Bill &#8212; New Clause 21 - Organised immigration crime enforcement
37279	2023-03-28	Illegal Migration Bill &#8212; New Clause 27 - Accommodation: Duty to Consult
37280	2023-03-29	Finance (No. 2) Bill
37288	2023-04-18	Finance (No. 2) Bill &#8212; New Clause 1 - Statement on efforts to support implementation of the Pillar 2 model rules
37282	2023-04-18	Finance (No. 2) Bill &#8212; New Clause 3 - Review of business taxes
37289	2023-04-18	Finance (No. 2) Bill &#8212; New Clause 6 - Review of energy (oil and gas) profits levy allowances
37290	2023-04-19	Finance (No. 2) Bill &#8212; Clause 18 - Lifetime allowance charge abolished
37291	2023-04-19	Finance (No. 2) Bill &#8212; Clause 18 - Lifetime allowance charge abolished
37292	2023-04-19	Finance (No. 2) Bill &#8212; New Clause 5 - Review of alternatives to the abolition of the lifetime allowance charge
37293	2023-04-19	Finance (No. 2) Bill &#8212; Clause 27 - Power to clarify tax treatment of devolved social security benefitsClause 27
37294	2023-04-24	Public Order Bill &#8212; Clause 11 - Powers to stop and search without suspicion
37312	2023-04-25	Water Quality: Sewage Discharge
37313	2023-04-25	Water Quality: Sewage Discharge
37300	2023-04-25	Cost of Living Increases
37301	2023-04-25	Cost of Living Increases
37302	2023-04-26	Illegal Migration Bill &#8212; New Clause 9 - Accommodation: duty to consult
37314	2023-04-26	Illegal Migration Bill &#8212; New Clause 10 - Expedited asylum processing
37315	2023-04-26	Illegal Migration Bill &#8212; New Clause 15 - Border Security: Terrorism
37305	2023-04-26	Illegal Migration Bill &#8212; Clause 1 - Introduction
37327	2023-04-26	Illegal Migration Bill &#8212; Clause 11 - Powers of detention
37328	2023-04-26	Illegal Migration Bill &#8212; Title
37318	2023-05-03	National Security Bill &#8212; Clause 28 - The foreign power condition
37319	2023-05-03	National Security Bill &#8212; After Clause 14 - Foreign interference in elections: duties on political parties
37320	2023-05-03	National Security Bill &#8212; After Clause 89 - Duty to update the Intelligence and Security Committee of Parliament&#8217;s memorandum of understanding
37321	2023-05-03	Lifelong Learning (Higher Education Fee Limits) Bill &#8212; New Clause 1 - Review
37332	2023-05-16	Cost of Living
37333	2023-05-16	Cost of Living
37331	2023-05-16	Public Order Act 2023
37335	2023-05-22	Non-Domestic Rating Bill &#8212; Clause 13 - Requirements for ratepayers etc to provide information
37340	2023-05-22	Strikes (Minimum Service Levels) Bill &#8212; Clause 4 - Extent
37337	2023-05-22	Strikes (Minimum Service Levels) Bill &#8212; Schedule - Minimum service levels for certain strikes
37338	2023-05-22	Strikes (Minimum Service Levels) Bill &#8212; Schedule - Minimum service levels for certain strikes
37339	2023-05-22	Strikes (Minimum Service Levels) Bill &#8212; Schedule - Minimum service levels for certain strikes
37341	2023-05-23	Leasehold Reform
37342	2023-05-23	Safety of School Buildings
37343	2023-05-24	Retained EU Law (Revocation and Reform) Bill
37344	2023-05-24	Retained EU Law (Revocation and Reform) Bill &#8212; Clause 1 - Sunset of EU-derived subordinate legislation and retained direct EU legislation
37345	2023-05-24	Retained EU Law (Revocation and Reform) Bill &#8212; After Clause 16 - Environmental protection and food standards
37346	2023-05-24	Retained EU Law (Revocation and Reform) Bill &#8212; Schedule 4 - Regulations: Procedure
